source,seed,family,subset_size,channels,imputation,direction,generator,n,metric,value,baseline_acc,acc,delta_pp,effect_pp,auc,real_acc,fake_acc,protocol,claim_scope,notes
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+hf_noise,zero_elsewhere,,__ALL__,14000,accuracy,0.506357,0.998071,0.506357,-49.171429,-49.171429,0.986311,0.012714,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+jpeg_quant,zero,,ADM,2000,accuracy,0.9715,0.9985,0.9715,-2.7,-2.7,0.994728,0.946,0.997,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+jpeg_quant,zero,,BigGAN,2000,accuracy,0.9725,0.999,0.9725,-2.65,-2.65,0.989255,0.95,0.995,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+jpeg_quant,zero,,GLIDE,2000,accuracy,0.972,0.999,0.972,-2.7,-2.7,0.997291,0.948,0.996,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+jpeg_quant,zero,,Midjourney,2000,accuracy,0.977,0.996,0.977,-1.9,-1.9,0.996785,0.957,0.997,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+jpeg_quant,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.974,0.9985,0.974,-2.45,-2.45,0.997182,0.948,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+jpeg_quant,zero,,VQDM,2000,accuracy,0.973,0.999,0.973,-2.6,-2.6,0.99777,0.948,0.998,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+jpeg_quant,zero,,Wukong,2000,accuracy,0.972,0.9965,0.972,-2.45,-2.45,0.996834,0.948,0.996,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+jpeg_quant,zero,,__ALL__,14000,accuracy,0.973143,0.998071,0.973143,-2.492857,-2.492857,0.995654,0.949286,0.997,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+jpeg_quant,zero_elsewhere,,ADM,2000,accuracy,0.9715,0.9985,0.9715,-2.7,-2.7,0.999714,0.998,0.945,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+jpeg_quant,zero_elsewhere,,BigGAN,2000,accuracy,0.9995,0.999,0.9995,0.05,0.05,1.0,0.999,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+jpeg_quant,zero_elsewhere,,GLIDE,2000,accuracy,0.999,0.999,0.999,0.0,0.0,0.999999,0.999,0.999,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+jpeg_quant,zero_elsewhere,,Midjourney,2000,accuracy,0.949,0.996,0.949,-4.7,-4.7,0.997665,0.999,0.899,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+jpeg_quant,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.854,0.9985,0.854,-14.45,-14.45,0.99844,0.999,0.709,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+jpeg_quant,zero_elsewhere,,VQDM,2000,accuracy,0.955,0.999,0.955,-4.4,-4.4,0.999817,0.999,0.911,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+jpeg_quant,zero_elsewhere,,Wukong,2000,accuracy,0.868,0.9965,0.868,-12.85,-12.85,0.998192,0.999,0.737,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+jpeg_quant,zero_elsewhere,,__ALL__,14000,accuracy,0.942286,0.998071,0.942286,-5.578571,-5.578571,0.999014,0.998857,0.885714,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+texture_geometry,zero,,ADM,2000,accuracy,0.9905,0.9985,0.9905,-0.8,-0.8,0.995999,0.982,0.999,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+texture_geometry,zero,,BigGAN,2000,accuracy,0.991,0.999,0.991,-0.8,-0.8,0.996594,0.985,0.997,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+texture_geometry,zero,,GLIDE,2000,accuracy,0.9905,0.999,0.9905,-0.85,-0.85,0.999328,0.981,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+texture_geometry,zero,,Midjourney,2000,accuracy,0.987,0.996,0.987,-0.9,-0.9,0.996951,0.977,0.997,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+texture_geometry,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.989,0.9985,0.989,-0.95,-0.95,0.996561,0.982,0.996,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+texture_geometry,zero,,VQDM,2000,accuracy,0.9895,0.999,0.9895,-0.95,-0.95,0.998327,0.981,0.998,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+texture_geometry,zero,,Wukong,2000,accuracy,0.986,0.9965,0.986,-1.05,-1.05,0.996666,0.981,0.991,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+texture_geometry,zero,,__ALL__,14000,accuracy,0.989071,0.998071,0.989071,-0.9,-0.9,0.997203,0.981286,0.996857,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+texture_geometry,zero_elsewhere,,ADM,2000,accuracy,0.9915,0.9985,0.9915,-0.7,-0.7,0.999961,0.999,0.984,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+texture_geometry,zero_elsewhere,,BigGAN,2000,accuracy,0.9995,0.999,0.9995,0.05,0.05,0.99997,0.999,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+texture_geometry,zero_elsewhere,,GLIDE,2000,accuracy,0.9995,0.999,0.9995,0.05,0.05,0.999997,0.999,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+texture_geometry,zero_elsewhere,,Midjourney,2000,accuracy,0.965,0.996,0.965,-3.1,-3.1,0.995037,0.996,0.934,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+texture_geometry,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.964,0.9985,0.964,-3.45,-3.45,0.999052,0.999,0.929,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+texture_geometry,zero_elsewhere,,VQDM,2000,accuracy,0.99,0.999,0.99,-0.9,-0.9,0.999906,0.999,0.981,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+texture_geometry,zero_elsewhere,,Wukong,2000,accuracy,0.9275,0.9965,0.9275,-6.9,-6.9,0.998795,0.999,0.856,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+texture_geometry,zero_elsewhere,,__ALL__,14000,accuracy,0.976714,0.998071,0.976714,-2.135714,-2.135714,0.99896,0.998571,0.954857,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+hf_noise,zero,,ADM,2000,accuracy,0.9765,0.9985,0.9765,-2.2,-2.2,1.0,1.0,0.953,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+hf_noise,zero,,BigGAN,2000,accuracy,0.9995,0.999,0.9995,0.05,0.05,1.0,1.0,0.999,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+hf_noise,zero,,GLIDE,2000,accuracy,0.9995,0.999,0.9995,0.05,0.05,0.999879,0.999,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+hf_noise,zero,,Midjourney,2000,accuracy,0.974,0.996,0.974,-2.2,-2.2,0.999145,1.0,0.948,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+hf_noise,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.8745,0.9985,0.8745,-12.4,-12.4,0.998383,0.999,0.75,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+hf_noise,zero,,VQDM,2000,accuracy,0.9535,0.999,0.9535,-4.55,-4.55,0.999094,0.999,0.908,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+hf_noise,zero,,Wukong,2000,accuracy,0.85,0.9965,0.85,-14.65,-14.65,0.998705,0.999,0.701,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+hf_noise,zero,,__ALL__,14000,accuracy,0.946786,0.998071,0.946786,-5.128571,-5.128571,0.999332,0.999429,0.894143,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+hf_noise,zero_elsewhere,,ADM,2000,accuracy,0.5455,0.9985,0.5455,-45.3,-45.3,0.744109,0.091,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+hf_noise,zero_elsewhere,,BigGAN,2000,accuracy,0.559,0.999,0.559,-44.0,-44.0,0.711168,0.118,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+hf_noise,zero_elsewhere,,GLIDE,2000,accuracy,0.5415,0.999,0.5415,-45.75,-45.75,0.879687,0.083,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+hf_noise,zero_elsewhere,,Midjourney,2000,accuracy,0.5595,0.996,0.5595,-43.65,-43.65,0.774852,0.119,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+hf_noise,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.542,0.9985,0.542,-45.65,-45.65,0.848496,0.084,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+hf_noise,zero_elsewhere,,VQDM,2000,accuracy,0.5415,0.999,0.5415,-45.75,-45.75,0.885809,0.083,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+hf_noise,zero_elsewhere,,Wukong,2000,accuracy,0.5415,0.9965,0.5415,-45.5,-45.5,0.860779,0.083,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+hf_noise,zero_elsewhere,,__ALL__,14000,accuracy,0.547214,0.998071,0.547214,-45.085714,-45.085714,0.813627,0.094429,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+jpeg_quant,zero,,ADM,2000,accuracy,0.948,0.9985,0.948,-5.05,-5.05,0.998603,0.896,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+jpeg_quant,zero,,BigGAN,2000,accuracy,0.953,0.999,0.953,-4.6,-4.6,0.999123,0.906,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+jpeg_quant,zero,,GLIDE,2000,accuracy,0.952,0.999,0.952,-4.7,-4.7,0.999511,0.904,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+jpeg_quant,zero,,Midjourney,2000,accuracy,0.9565,0.996,0.9565,-3.95,-3.95,0.997469,0.915,0.998,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+jpeg_quant,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.9515,0.9985,0.9515,-4.7,-4.7,0.999005,0.903,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+jpeg_quant,zero,,VQDM,2000,accuracy,0.952,0.999,0.952,-4.7,-4.7,0.998986,0.904,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+jpeg_quant,zero,,Wukong,2000,accuracy,0.952,0.9965,0.952,-4.45,-4.45,0.998905,0.904,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+jpeg_quant,zero,,__ALL__,14000,accuracy,0.952143,0.998071,0.952143,-4.592857,-4.592857,0.998775,0.904571,0.999714,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+jpeg_quant,zero_elsewhere,,ADM,2000,accuracy,0.539,0.9985,0.539,-45.95,-45.95,0.992227,1.0,0.078,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+jpeg_quant,zero_elsewhere,,BigGAN,2000,accuracy,0.56,0.999,0.56,-43.9,-43.9,0.998186,1.0,0.12,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+jpeg_quant,zero_elsewhere,,GLIDE,2000,accuracy,0.8515,0.999,0.8515,-14.75,-14.75,0.999937,1.0,0.703,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+jpeg_quant,zero_elsewhere,,Midjourney,2000,accuracy,0.5125,0.996,0.5125,-48.35,-48.35,0.992392,1.0,0.025,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+jpeg_quant,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.5045,0.9985,0.5045,-49.4,-49.4,0.984932,1.0,0.009,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+jpeg_quant,zero_elsewhere,,VQDM,2000,accuracy,0.742,0.999,0.742,-25.7,-25.7,0.997782,1.0,0.484,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+jpeg_quant,zero_elsewhere,,Wukong,2000,accuracy,0.501,0.9965,0.501,-49.55,-49.55,0.983551,1.0,0.002,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+jpeg_quant,zero_elsewhere,,__ALL__,14000,accuracy,0.6015,0.998071,0.6015,-39.657143,-39.657143,0.992413,1.0,0.203,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+texture_geometry,zero,,ADM,2000,accuracy,0.9765,0.9985,0.9765,-2.2,-2.2,0.998738,0.953,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+texture_geometry,zero,,BigGAN,2000,accuracy,0.98,0.999,0.98,-1.9,-1.9,0.999896,0.96,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+texture_geometry,zero,,GLIDE,2000,accuracy,0.988,0.999,0.988,-1.1,-1.1,0.999667,0.976,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+texture_geometry,zero,,Midjourney,2000,accuracy,0.9795,0.996,0.9795,-1.65,-1.65,0.998543,0.96,0.999,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+texture_geometry,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.988,0.9985,0.988,-1.05,-1.05,0.998984,0.977,0.999,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+texture_geometry,zero,,VQDM,2000,accuracy,0.988,0.999,0.988,-1.1,-1.1,0.999031,0.976,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+texture_geometry,zero,,Wukong,2000,accuracy,0.987,0.9965,0.987,-0.95,-0.95,0.998893,0.976,0.998,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,color_manifold+texture_geometry,zero,,__ALL__,14000,accuracy,0.983857,0.998071,0.983857,-1.421429,-1.421429,0.999033,0.968286,0.999429,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+texture_geometry,zero_elsewhere,,ADM,2000,accuracy,0.5215,0.9985,0.5215,-47.7,-47.7,0.988752,1.0,0.043,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+texture_geometry,zero_elsewhere,,BigGAN,2000,accuracy,0.542,0.999,0.542,-45.7,-45.7,0.988851,1.0,0.084,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+texture_geometry,zero_elsewhere,,GLIDE,2000,accuracy,0.818,0.999,0.818,-18.1,-18.1,0.998098,1.0,0.636,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+texture_geometry,zero_elsewhere,,Midjourney,2000,accuracy,0.5105,0.996,0.5105,-48.55,-48.55,0.991664,1.0,0.021,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+texture_geometry,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.5125,0.9985,0.5125,-48.6,-48.6,0.988952,1.0,0.025,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+texture_geometry,zero_elsewhere,,VQDM,2000,accuracy,0.748,0.999,0.748,-25.1,-25.1,0.997035,1.0,0.496,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+texture_geometry,zero_elsewhere,,Wukong,2000,accuracy,0.503,0.9965,0.503,-49.35,-49.35,0.97435,1.0,0.006,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,color_manifold+texture_geometry,zero_elsewhere,,__ALL__,14000,accuracy,0.593643,0.998071,0.593643,-40.442857,-40.442857,0.98977,1.0,0.187286,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,hf_noise+jpeg_quant,zero,,ADM,2000,accuracy,0.959,0.9985,0.959,-3.95,-3.95,0.999998,0.918,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,hf_noise+jpeg_quant,zero,,BigGAN,2000,accuracy,0.966,0.999,0.966,-3.3,-3.3,0.999908,0.932,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,hf_noise+jpeg_quant,zero,,GLIDE,2000,accuracy,0.973,0.999,0.973,-2.6,-2.6,0.999684,0.946,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,hf_noise+jpeg_quant,zero,,Midjourney,2000,accuracy,0.9605,0.996,0.9605,-3.55,-3.55,0.998879,0.922,0.999,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,hf_noise+jpeg_quant,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.975,0.9985,0.975,-2.35,-2.35,0.998971,0.95,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,hf_noise+jpeg_quant,zero,,VQDM,2000,accuracy,0.973,0.999,0.973,-2.6,-2.6,0.999058,0.946,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,hf_noise+jpeg_quant,zero,,Wukong,2000,accuracy,0.9725,0.9965,0.9725,-2.4,-2.4,0.99876,0.946,0.999,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,hf_noise+jpeg_quant,zero,,__ALL__,14000,accuracy,0.968429,0.998071,0.968429,-2.964286,-2.964286,0.99926,0.937143,0.999714,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,hf_noise+jpeg_quant,zero_elsewhere,,ADM,2000,accuracy,0.5,0.9985,0.5,-49.85,-49.85,0.998085,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,hf_noise+jpeg_quant,zero_elsewhere,,BigGAN,2000,accuracy,0.5,0.999,0.5,-49.9,-49.9,0.99982,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
